tweet,class
"Party at the house, come through bitches",1
I'm back bitch,1
It be 30 below zero and hoes still go out like its 90 degrees plus tax,1
&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,1
My new bitch eat a dick like a bratwurst,1
@SuperDickRikki I'm highly upset dat des bitches tryanna clown me on a media sight bitch I ain't going,1
"Bitch ass people are the first to call someone out for being a ""bitch""",1
"Bitches know they bitches, bitch.",1
teeth can make or break a person. you could be a 10 and have yellow teeth and immediately drop to a 2.,2
"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school",2
"@jaymohr37 Yeah....but your the one who wanted followers,you gotta work it bitch",1
"&#8220;@RevDennisMiller: True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH!",1
&#8220;@__Neecol: Like why tf is this bitch following me ?&#8221;&#128064;,1
"RT @PurelyFootball: Well done to @kimabakken who correctly answered Almeria. 26 yellow, and 1 red card so far this season.",2
"the seamstress gon do/MOB Action in this bitch, u meaningless to da crew!",1
"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",2
I love fat bitches,1
@sweetlou462 thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/,2
RT @BigxCool: RT if you're on the slope to 30 and still feel 17,2
RT @CdashRay: If all you gunna do is bitch then take ya ass home,1
@iamJAYUNO shuddup hoe,1
I just bitch slapped my brother,1
A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees,2
Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,0
RT @JoeBudden: She&#8217;s not a hoe cuz she&#8217;s not attainable to u bro.,1
I approve this message ! &#8220;@Ashley_NoMaryK: Good pussy is a mufucka. &#128522;&#8221; http://t.co/QPkCQHPyXP,1
@IIXIXIII bruhhh I'm joking... Don't pop trunk on me I'm just a bitch ass niiiieeegggaaa,1
"Libertarians can be such pussies thought you believed in self defense, yet you want a peaceful revolution?",1
So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,1
RT @VERSACEGAWDD: yall really expect a 40 yr old nigga to still rap about raping hoes and killing his mother? nah,1
"Bitches be watching me from other bitches pages; THATS RIGHT BITCH , TEAM WORK &#128079;&#128079;&#128079;",1
RT @NoWomanIsRight: just knowing U can still go out and bag some bitches is good enough for me.... The headace that comes with bagging summ&#8230;,1
I hate you niccas! Lol http://t.co/NqSYeQhGOZ,0
White bitches be lovin da colored men,1
Miley cyrus kinda looks like a retarded care bear....,1
My goal for soccer this year is to get a yellow card every game,2
Niggas killin the same nigga's they grew up with &amp;&amp; these bitches fuckin the same nigga's they homegirl was inlove with.,1
"@__0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me",1
"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",2
@ozwashere What the fuck is wrong with you. You can't call urself a man if u call a girl a bitch. Ur a fuckin loser bro,1
@truuueee_ that bitch done.. have it to u on Sunday my nigga,0
Hoes hang wit hoes cuz dey got da same hobbies,1
RT @iAm_Sashaa: @1stBlocJeremiah corny ass hoes always got my name in they mouth.,1
"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",0
@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;,2
Shreks on bitches,1
"RT @fart: i just found out that ""marehood"" is code for ""horse pussy"" #brony #mlp http://t.co/ycQTmM3lid",1
"Mata'i ngeli, alu o polosi ho nifo..",2
@YesseSmith I was born yellow,2
These bitches need to get out of bed and I'll make them cheeseburgers (: #ImAHomie,1
Im such a bitch sometimes&#128553;&#128553;,1
So apparently me &amp; Eric fucced &amp; I be just fuccing every nigga &#128514;&#128557; GREAT but y'all bitches NOT whoppin &amp; talkin behind BLOCCED twitters,1
@JavelinaBlue @mdjacksondallas @KennettDems yep. Texas is redneck heaven.,1
@_xpriceless_ naw fuck u bitch and go suck up cartier,1
RT @NittiYayo: I think I got da bird flu,2
Tia chepa... Uhh Noo bitch she is your Tia Irma &#128530; aghh he's so annoying,1
@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.,1
u can tell yo bitch we some yung rich homies,1
"&#8220;@SteveStfler: Your relationship ended, not your life. stop being a whiny bitch&#8221;",1
"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles",2
God bless the dumb niggas who trust these hoes,1
"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",2
RT @summerdawn_1996: @Trestin_Galore_ I know cunt nugget &#128514;&#128514;,1
Dumb nigguh,1
@Smokey_Bahr Go get that sum bitch,1
RT @BroCulture: Dive in the pussy like http://t.co/0YboIklkbt,1
@LittleNamms stick to the court hoe,1
Fucc nicca,1
RT @RIPvuhsace: Most of yall females boring as fuck then yall wonder why niggas only talk about havin sex bc theres nothin else to talk abo&#8230;,1
&#8220;@_ajoyaaa: Victor &amp; shawn legs don't hurt? They jigg every damn night &#128530;&#8221;&#128514;&#128514;&#128514;,1
My bitch cold not average. You couldn't fuck my last bitch &#128530;&#9995;&#128514;,1
RT @The_Race_Draft: Obama ain't playin with these hoes... http://t.co/b6Opj6D25y,1
&#8220;@RihannaGlFS: When you see the bitch that been talking smack about you in the playground http://t.co/ePdGXMzKSr&#8221;,1
@GrizzboAdams @wyattnuckels this Friday at the c burg mall you gettin whipped like the bitches I fuck,1
Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,1
RT @OfficialKingDre: Lightskin bitches crying they ain't got no valentine. Bitch maybe you should've read some of them 400 unreads msgs. Yo&#8230;,1
"RT @AnnCoulter: Invite me on your show, you lying pussy. RT @Matthops82 ""Republicans are afraid of me. They don't want to talk to me."" - &#8230;",1
Bsd bitch make it clap,1
Little things can just kill a negros mood man,2
@MmmPrexton lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......,1
yo bitch whippin in the early morning,1
@ZayySwanson @_EmaniMilan I'm jus Tryn figure out when all dem niccas was together like dat,1
RT @WORIDSTARHlPHOP: When a bad bitch asks you to come over http://t.co/f6eXLRZ8Vd,1
A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,1
I can't believe these ghetto fucks left this little kid next to me. He's now playing with fucking everything. Odds of his survival? Minimal.,1
"&#128514;&#128514;&#128514;&#128514; &#128128;&#128128; &#8220;@LisforLex: No bitch go away &#9995;""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""&#8221;",1
"RT @Pacific_Tomb: You hoes wanna tweet and talk about equality then hope solo better never see her family again,and go to prison and never &#8230;",1
"@LampreyMilt @DelSchilling @BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada.",1
@GBLeighton remember 94 can be a bitch! Stop to drink if you get stalled #wib advice!,1
"@finnj97 @estellerbabe_96 just admit you started the shit by calling her out, and that you're being a bitch, and we'll all move on &#128129;",1
Horny mature babe in a kimono has her pussy fingered and&#160;fucked http://t.co/RmAMISXW5c,1
@JRise88 @G_Anderson4 what do you want fag,0
Smfh RT @pufntrees: @quanb24 trash..slow as fuck..cant even get a nike release on that,1
Bet you ain't gone @ em tho..&#128564;&#128514; RT @_SelfMadePhat_: Na why OOMF just tweeted that ?&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &amp; she know ha pussy WACK,1
RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,0
@GMANisTBE thanks dumb bitch,1
"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?",2
"RT @NinoDemayo: Chicks wait til their hair is all broken down to go natural in their 30s, but bitch about the young Carter's fro from birth&#8230;",1
All the work gone so we ain't going nothin but fucking bitches in the trap,1
&#8220;@daijahshardaee: &#128514;&#128514; @100046729 bitches so late &#128564;&#128129;&#8221; ion exposed &#128514;&#128564;,1
RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,1
RT @AmberrrNicollle: You tweet about how you're never good enough for a guy maybe it's because you're a hoe,1
My black queen dreading my hairs.Thank you Most High for this Moor Queen I asked you for.I want to BE BEtter with her http://t.co/iFmRPJGyIC,2
RT @LuckyLanceJ: Life's a bitch. You've got to go out and kick ass. @DrMayaAngelou,1
Never argue with a bitch that's at the bottom of the food chain. &#128129;,1
7 years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation,1
RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;,2
RT @lildurk_: Never have kids by a fan bitch if so cop #signedtothestreets2 lol,1
@jennaferjenbub nice profile pic fag,1
"Currently listening to ""The Imperial March"" 

Traditionally only played when preparing to slash bitches.",1
@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,0
"RT @9acino_: ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords",1
@Ms_Marrie I'm so tipsy... I just tried to relate hoes to mild sauce and make it relevant lol,1
@demimariemorin well im sure im not fully retarded #imustbestupid:(,1
"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;",1
"RT @Way2FengShui: "" That bitch wanna ignore my text? Wait till she get off work "" RT @2TONEDASUPASTAR: Caption this http://t.co/ZWrImDZQNV",1
@CallNeeshCakey I can't bitch,1
@kieffer_jason u want me to panda express so someone. Can break up the like fuck stick to plan and go to Plano get that bitch out your blood,1
RT @Jared_Carrabis: Mike Napoli is the toughest son of a bitch I've ever known.,1
Dumb bitch leave me alone,1
Life be my bitch and that hoe move when I say so &#128175; http://t.co/ezO2QUqVhu,1
How's work bitch @mdsaab1,1
"@Woody_AFC lmaoo typical nig nog bombs, should've got pics",1
@jonnytooswollen bitch,1
Don't try and pull that fake friend shit on me bitch.,1
"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;",1
Somebody tell these pussy niggas I got em I got em,1
&#8220;@CelebovickOTF: I hate a bitch that like to argue n shyt....:-)&#8221;,1
&#8220;@QuaTheGreat: Ready blow this bitch down &#128293; http://t.co/Y89Oj5Yh9M&#8221;Bring me 3 rellos,1
Fuck you bruh Ima look at your young bitch..,1
@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple,1
"When I be that pussy, I be calling you my Bitch.",1
Fuck all that talking bitch y u got my name in to mouth,1
Hanging with daney and ari today !!! &#128556;&#128556;&#128556;&#128556; my bitches !,1
Free bitch . We stay used yo hol yo each other cdfu &#128175;@Here4Timis__,1
&#8220;@Marlin_FishyAss: &#8220;@1017_Sqquad: In the mall with yo bitch and yo money I'm getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;,1
Lol it's 4:36 and bitches are out here staggering drunk,1
"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet",2
RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,1
Karma sure is a bitch. Lol,1
"""You ain't my bitch"" is my favorite response to long texts",1
RT @arigold_88: Jordan wearing bitches need to grow tf up,1
@YungRetweet bitch,1
RT @IamMrEchols: She eating pussy but don't eat vegetables,1
How this ugly ass nigga gets more pussy than me ?,1
RT @tupactopus: need a bad bitch who knows how 2 treat a pokemon master right,1
@MilesM_05 shut up coon.,0
Bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. Check out is literally in 5 mins tho,1
Life RT @AC_Hussle: I'm not giving these hoes free meals so they can go lay up with the dude they can't get over. Nope.,1
RT @Lady_Trucker: To Fez: Your nipples couldn't be covered by two trash can lids. @RonnieBquotes,1
I was trying fuck something today and this bitch want lie talking bout his brother was on his phone. Lmfao I feel played.,1
Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,1
@Coley_Cee bitch watch tf out u on moose meat now,1
RT @WORIDSTARHlPHOP: every time bobby bitch comes on http://t.co/h7b0pL8T2h,1
"Pic circulating on Jihadi feeds claiming an ""ISIS flag"" on top of Mount Arafa in the holiest day of pilgrimage http://t.co/46YfuflyZV",2
Y'all motha fuckas best love my foam party in July. This shit is already a bitch.,1
"I still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",1
@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,1
Sometime I wish I wasn't colored,1
It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this,1
@BloggerBoxing @rianscalia pass the Fosters faggot,0
@ijrojo @cameron_ast @lanahudsonnn r u still talking smh bitch idgaf what u is stfu talking to u just going around circles,1
RT @AdolfNiggler: when an ugly bitch tells me to text her http://t.co/060glx19oR,1
RT @120Sports: Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO: http://t.co/QdldmWBwXJ http://t&#8230;,2
"RT @ThugginLegally_: Twitter jail is pointless your suppose to tweet , they need instagram jail for hoes doing Shout out for shout out all &#8230;",1
If you ain't ma bro you better watch yo bitch &#128514;&#128514;&#128514;&#128076; borrow yo hoe introduce ma pimp !,1
omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid,0
@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye,1
@kater_tater_ shine bright like a bad bitch,1
No more SnapChat Selfies. No more Instagram Selfies. No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do &#128546;&#128299;,1
"RT @MoneyHG: I gota hand fulla brothers 
Trek gang bitch we hustle",1
"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",2
@CeeRoss shoulda told her yeah if I can take you home for pussy lol,1
"RT @tanishalixpussy: no need to compete with other women there's only one of me, and shit... im that bitch",1
@JRise88 shut up you stupid bitch,0
@kieffer_jason u can bring that bitch to.,1
"RT @No_FAKINGG: Somebody tell these broke bitches , stay in they place #yun-stand?",1
RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu,1
Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.,0
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,2
"RT @ticiaverveer: Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt http://&#8230;",2
why bitches gotta be bitches,1
@YourDudeFerg like a tree in this bitch? Asshat.,1
@MickalaBickham barely a rhyme dumb bitch,1
"RT @peeper1016: If preferring to be barefoot makes me a basic bitch, sign me up. Do I get a free Mason jar?",1
Hats off to all hoodrat chicks from the ghetto who have anxiety attacks at formal events,1
@SeQuoia_Gabris yeah hoe!,1
these bitches climb on me climb on me &#128523;&#128524;,1
Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch,1
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",2
I let all of em go...&#128586; RT @Peachpapayya: If u got two hoes u need to let one go,1
"Commentators bitch at Bird for ""sliding"" but 2 Port guys do it to Buddy and it's Buddy's fault!?",1
RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son,1
@FlawlesS_Dv dont be a bitch smh,1
"""...Son of a bitch took my Tic Tacs.""

I like this movie.",1
This bitch Rihanna is on some dust or something,1
It's moe's monday ten ten ten twenties on yo titties bitch,1
RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;,1
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",1
Happy Bday ya bitch you!! @Maffue,1
RT @LizzardJurado: @b10oreo YESSS it's that one! Ooze! This nigguh! &#128514;&#128514; http://t.co/7DBMDas6Om,1
Don't worry about the bitches I use to fuck wit.,1
"Roll that weed bitch
Shake that ass hoe",1
Think it's okay to take my property and break it? Fuck you bitch,0
What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,1
@Coley_Cee yes bitch I do realize dat,1
My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed,2
"My god mother thinks im a stoner because she has someone watch my tweets lmfao, no ya boy clean as nikki minaj pussy",1
RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;,1
RT @__Junebugg: That hoe is live though,1
"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;",1
@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!,1
Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley,1
RT @Women_Fit: Use what talent you possess: the woods would be very silent if no birds sang except those that sang best.,2
@EvetteColeman lol true I just want fried Oreos,2
RT @NicoRomero23: EDM music is trash af and annoying,2
@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk,1
@_illionaire he been taking them hoe lol,1
"too many bitches, not enough adults.",1
&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,1
RT @RealJackNeisen: Damn... that's a cold ass honkie,1
@carlybaejepsen trash,2
Can never follow bitches who's bios look like this http://t.co/tHk9mnQtrg,1
Im n a tight circle bitch you can't get thru dis loop,1
"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe",2
RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,0
RT @ThePlanetVenus_: I'm obviously Morello from OITNB cause crazy and jealous bitch.,1
Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,1
RT @YBeJeff: When you ate the pussy but yeen think she was gone tell anybody&#128555;&#128555; http://t.co/WgIHekh5qb,1
I hate Hashtag activism. No lie. I think 95% of it is trash.,2
If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.,1
&#8220;@dominiloka: If you can't get pussy without lying to a girl you wack&#8221; don't hate. appreciate.,1
&#8220;@TwittahCween: Always tryna degrade girls&amp;shit &#128530; when really..pussy&amp;ass is almost all yall think about so shuuutt iittt .&#8221; Sometimes,1
@MizzCreme what that pussy do tho?,1
Let the niccas feel on her booty.. lmaoRT @55OptimusPrime: take her to the hood were they do most good,1
Couldn't pull my nigga in ya wettest dreams hoe&#128526;,1
This side hoe main chick talk is disgusting. Get a life man,1
The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,1
RT @ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime,0
These bitches is wild,1
That vine started a coon frenzy bruh,1
RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,1
RT @DS_Arrogance: Hahaha these niggas funny ask&#128128;&#128128;&#128128;RT&#8220;@1BookieG: @DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;&#8221;,1
"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",2
RT @LeBronVuitton: Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;@1stName_Bravo: @LeBronVuitton ha.. she got them bitches worked o&#8230;,1
RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;,2
SEnd y'all bitch asses fishing with us RT @ikesizzle: We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,1
"Black Dynamite! &#128514;&#128514;&#128514;&#128514;&#128514;&#128514; ""All the hoes gone?! My dick harder than slavery!"" *wall-slides*",1
RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,1
Seem like da colored folk be gettin in da way lately. I just sayin,0
RT @daijahshardaee: &#8220;@100046729: I need a bitch&#8221;&#128109;&#128064;&#128523;,1
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before""",1
"@mikecheck_123 try this one Mikey, none of that hick shit...http://youtu.be/Thls_tMuFkc",1
"Yeah, I had a bitch, but she ain't bad as you, so hit me up when you pass through",1
Lmao! RT @Chollie_Grapes Is fish pussy wett?,1
This is fucking retarded,1
o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.,2
RT @NerdAtCoolTable: Soon as your girl see niggas pouring champagne on bitches ass she should want to leave,1
@WhereYoHussleAt &#128514;&#128557;&#128514;&#128557; @CayMarieee look at this shit imma bitch forreal &#9995;&#128527;,1
What's retarded is that I actually love my job and have a really weird passion for it.,1
@onIinebaby I knew you were a faggot though,0
RT @antglizzygg: Tell your bitch that I'm that nigga now,1
Up in this bitch like elevators,1
Some bitches truly ain't shit !,1
RT @lovesexdeath_: @TonyJRodriguez im queer as a three dollar bill and my first response to her coming out was sarcastic 'wow really? never&#8230;,1
"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",1
@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,1
RT @JaredFayne_54: And apparently I sound like a country hick. Perks of being from Kentucky,1
&#8220;@teecakessss: Do this hoe wanna fight @SierraSamone_&#8221; right,1
you're all niggers,0
RT @TumbIrRelate: Retweet to save a dumb bitch http://t.co/OqfyOgSLDX,1
RT @LilTreProd: Why bitches brag about being crazy like that's cute? That's like a nigga bragging about how abusive he is,1
Why is all these artist and new ones making so much trash?,2
I don't fuck wit these bitches cuz they think they slick&#128530;,1
I be telling Mcgirt music ain't enough.You gotta have a non music related agenda.Them crackers want to sell something with your face.,1
Why the wifey type girls single and the hoes being cuffed though?,1
RT @Mmadifresh: Still wishin all of my old hoes the best,1
RT @awkwardposts: Flirting with bitches on Twitter like http://t.co/eV2QUYsbpO,1
"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;",0
@Worth_BILLions &#128528; bitch you got me fucked up &#128514;&#128514;,1
RT @LesaMonroe: You bitches are grade A weird.,1
RT @ThadIsReal: Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping,1
Every chick say that she a bad bitch.,1
"RT @Jukeyxo: If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",1
RT @_xMaiya_xMonike: What's the difference between a main &amp; a side bitch ?? Shit y'all both getting feed lies &amp; dick!,1
She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,1
RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV,1
@kitten_nugget69 stfu dyke looking hoe.,0
Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,2
"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live.",1
Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee,1
@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk,1
Runnin' so much game I fuck around &amp; lap a bitch..,1
You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.,1
"This bitch is talking to herself who the fuck does that, bitch u need help with yo im hearing vocies in my head, #lockthatbitchup..",1
"&#127813;&#127813;&#127813; RT @GottliebShow: ""Killer line?"" @SBNationNBA: Josh Smith dropped a killer trash talk line on Kenneth http://t.co/C8d3sJoUpj&#8221;",2
Yall bitches be liking yall asses ate lmfao,1
I can neva count my stash cause I always lose count. I can neva keep no bitch cuz I put them hoes out,1
His bitch ass a hoe ass nigga prolly don't get no pussy,1
"RT @Hits_BIunts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;",1
"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;",1
@seanlo10s bitch you look like a deformed version of rocky,1
&#8220;@urHIGHnesss_: &#8220;@SMCo71: @urHIGHnesss_ &#128514; nah lemme chill i love the bitches&#8221;&#128557;&#128557; like trick love the kids&#8221; &amp; you know this &#128514;,1
@ThatFalconGirl I love you hoe!! Hahahhaa &#128536;&#128536;&#128536;&#128536;&#128536; #UglyAss,1
Glad I ain't got no bird legs &#128514;,2
"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation",2
"@WaTch_Mark @WaTch_Scenario Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is.",1
RT @BasedChasen: Big 10 been trash for years now lol its a basketball conference now,2
JJ Watt was on his grown man shit all night.. Now let's get it #Yankees,1
Monkey see monkey doo,2
I'm so excited to hang out with my bitches @CheralynVB @LaurieMcKinley,1
@Get__Em__Craig lol I will be there in the morning hoe,1
"@leprechaun_ie Strong with the Force, leprechauns are.",2
Heat bitches!!!!!!!!!!!,1
RT @Ballardddd: If @victorgee97 or @Lyyssaaaaaa don't know you then you are not welcome on saturday bitches #privileges,1
RT @Jeremiah_337: Well bitch biology said RT @TEEJUSTYCE Who said 2 females can't make a baby together? That's all me. &#128106; http://t.co/5vEGg6&#8230;,1
Only the family in my eyes n bitch they rite heree,1
"This niggah said ""Oh kiss me through the phone looking ass"" haha",1
@Tommayydoee bitch lol,1
Gettin drop top dat hoe,1
@Tristine214 I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl&#8217;s hairy cunt creampied http://t.co/rg3PObaKKD",1
I guess I just come off as a bitch to people &#128529;,1
"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza",2
RT @LetMeLive305 Stevie J playa of the yr tho #LHHATLREUNION/He ain't no player!He stands SOLID behind his bullshit and bitches respect that,1
This nigguh really tried to fight me on the bus over a grape kool aid jammer &#128514;&#128514;&#128514;,1
All my hoes got money she in the mall she ballin bitch buy something for me,1
Feeeeeling tuna feelliiiing cunt,1
Oh she is RT @soARiE1017: @viaNAWF I respect that because bitches can be spiteful when it come to children,1
"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",2
&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self&#8221; &#128514;&#128514;&#128514; Boy...,1
"I need one of those ""research"" street signs near usaa . Hang that bitch above my bed lol",1
@djfeds lmao yeah bitch that lil shit ripped .!,1
@illbreatheyouin happy birthday faggot.,0
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,0
We are the only fan base who by and large gives a crap that Rodgers chews his guys out. Nobody bitches about this for Brady and Manning.,1
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2
